Date,Zlema,PVT,MAMAFAMA,BuySell
2020-06-26,False,,,0
2020-06-29,False,,,0
2020-06-30,False,,,0
2020-07-01,False,,,0
2020-07-02,True,,,0
2020-07-06,True,,,0
2020-07-07,True,,,0
2020-07-08,True,,,0
2020-07-09,True,,,0
2020-07-10,True,,,0
2020-07-13,False,,,0
2020-07-14,False,,,0
2020-07-15,True,,,0
2020-07-16,True,,,0
2020-07-17,True,,,0
2020-07-20,True,,,0
2020-07-21,True,,,0
2020-07-22,True,,,0
2020-07-23,False,,,0
2020-07-24,False,,,0
2020-07-27,True,,,0
2020-07-28,True,,,0
2020-07-29,True,,True,Buy
2020-07-30,True,,,0
2020-07-31,True,,,0
2020-08-03,True,,,0
2020-08-04,True,,,0
2020-08-05,True,,,0
2020-08-06,True,,,0
2020-08-07,False,,,0
2020-08-10,False,,,0
2020-08-11,False,,,0
2020-08-12,False,,,0
2020-08-13,False,,False,Sell
2020-08-14,False,,,0
2020-08-17,False,,,0
2020-08-18,True,,,0
2020-08-19,True,,,0
2020-08-20,True,,,0
2020-08-21,True,,,0
2020-08-24,True,,,0
2020-08-25,True,,,0
2020-08-26,True,,,0
2020-08-27,True,,,0
2020-08-28,True,,,0
2020-08-31,True,,,0
2020-09-01,True,,,0
2020-09-02,True,,True,Buy
2020-09-03,False,,,0
2020-09-04,False,,False,Sell
2020-09-08,False,,,0
2020-09-09,False,,True,0
2020-09-10,False,,,0
2020-09-11,False,,,0
2020-09-14,True,,,0
2020-09-15,True,,,0
2020-09-16,True,,,0
2020-09-17,True,,,0
2020-09-18,True,,,0
2020-09-21,True,,,0
2020-09-22,True,,,0
2020-09-23,True,,,0
2020-09-24,False,,,0
2020-09-25,False,,,0
2020-09-28,True,,,0
2020-09-29,True,,,0
2020-09-30,True,,,0
2020-10-01,True,,,0
2020-10-02,True,,,0
2020-10-05,True,,,0
2020-10-06,True,,,0
2020-10-07,True,,,0
2020-10-08,True,,,0
2020-10-09,True,,,0
2020-10-12,True,,,0
2020-10-13,True,,,0
2020-10-14,False,,,0
2020-10-15,False,,,0
2020-10-16,True,,,0
2020-10-19,False,,,0
2020-10-20,True,,,0
2020-10-21,True,,,0
2020-10-22,True,,,0
2020-10-23,True,,,0
2020-10-26,False,,,0
2020-10-27,False,,False,Sell
2020-10-28,False,False,,Sell
2020-10-29,False,,,0
2020-10-30,False,,,0
2020-11-02,False,,,0
2020-11-03,False,,,0
2020-11-04,True,True,,Buy
2020-11-05,True,,,0
2020-11-06,True,,True,Buy
2020-11-09,True,,,0
2020-11-10,True,,,0
2020-11-11,True,,,0
2020-11-12,True,,,0
2020-11-13,True,,,0
2020-11-16,True,,,0
2020-11-17,True,,,0
2020-11-18,False,,,0
2020-11-19,False,,,0
2020-11-20,False,,,0
2020-11-23,False,,,0
2020-11-24,False,,,0
2020-11-25,False,,False,Sell
2020-11-27,True,,,0
2020-11-30,True,,,0
2020-12-01,True,,True,Buy
2020-12-02,True,,,0
2020-12-03,True,,,0
2020-12-04,True,,,0
2020-12-07,True,,,0
2020-12-08,False,,,0
2020-12-09,False,,,0
2020-12-10,False,,False,Sell
2020-12-11,False,,,0
2020-12-14,False,,,0
2020-12-15,True,,,0
2020-12-16,True,,,0
2020-12-17,True,,,0
2020-12-18,True,,,0
2020-12-21,True,,,0
2020-12-22,True,,,0
2020-12-23,False,,,0
2020-12-24,False,,,0
2020-12-28,False,,,0
2020-12-29,False,,,0
2020-12-30,True,,,0
2020-12-31,True,,,0
2021-01-04,True,,,0
2021-01-05,True,,,0
2021-01-06,True,,,0
2021-01-07,True,,True,Buy
2021-01-08,True,,,0
2021-01-11,True,,,0
2021-01-12,True,,,0
2021-01-13,True,,,0
2021-01-14,False,,,0
2021-01-15,False,,,0
2021-01-19,True,,,0
2021-01-20,True,,,0
2021-01-21,True,,,0
2021-01-22,True,,,0
2021-01-25,True,,,0
2021-01-26,True,,,0
2021-01-27,False,False,False,Sell
2021-01-28,False,True,,0
2021-01-29,False,,,0
2021-02-01,False,,,0
2021-02-02,True,,,0
2021-02-03,False,,,0
2021-02-04,True,,,0
2021-02-05,True,,,0
2021-02-08,True,,,0
2021-02-09,True,,,0
2021-02-10,True,,,0
2021-02-11,True,,,0
2021-02-12,True,,,0
2021-02-16,False,False,,Sell
2021-02-17,False,,,0
2021-02-18,False,,,0
2021-02-19,False,,,0
2021-02-22,False,,,0
2021-02-23,False,,,0
2021-02-24,False,,,0
2021-02-25,False,,,0
2021-02-26,False,,,0
2021-03-01,True,,,0
2021-03-02,True,,,0
2021-03-03,False,,,0
2021-03-04,False,,,0
2021-03-05,False,,,0
2021-03-08,False,,,0
2021-03-09,True,,,0
2021-03-10,False,,,0
2021-03-11,True,True,,Buy
2021-03-12,True,,,0
2021-03-15,True,,,0
2021-03-16,True,False,,0
2021-03-17,False,,,0
2021-03-18,True,True,,Buy
2021-03-19,True,,,0
2021-03-22,True,,,0
2021-03-23,False,,,0
2021-03-24,False,,,0
2021-03-25,False,,,0
2021-03-26,True,,,0
2021-03-29,False,,,0
2021-03-30,False,,,0
2021-03-31,True,,True,Buy
2021-04-01,True,,,0
2021-04-05,True,,,0
