Stock,Total Quarterly Gross Profit Score,Total Annual Gross Profit Score,Total Quarterly Revenue Score,Total Annual Revenue Score,Total Quarterly EPS Score,Total Annual EPS Score,Total Score
OTTR,1,2,1,0,1.0,2.0,7
OVBC,2,0,2,0,2.0,2.0,8
OVLY,1,0,1,0,1.0,2.0,5
OXBR,2,1,2,2,2.0,0.0,9
OXFD,2,2,2,2,0.0,1.0,9
OXSQ,2,1,2,1,1.0,0.0,7
OZK,1,1,1,1,0.0,1.0,5
PAAS,1,1,3,1,1.0,1.0,8
PACB,3,1,3,1,2.0,2.0,12
PACW,3,0,3,0,2.0,0.0,8
PAE,3,2,2,0,1.0,,8
PANL,0,0,1,1,1.0,1.0,4
PATK,1,2,1,2,1.0,2.0,9
PAYX,3,1,3,1,2.0,2.0,12
PBCT,3,1,3,1,1.0,0.0,9
PBHC,3,1,3,1,2.0,2.0,12
PBPB,1,0,1,0,0.0,0.0,2
PBYI,2,0,2,0,0.0,0.0,4
PCAR,1,0,1,0,1.0,0.0,3
PCH,1,2,1,2,1.0,2.0,9
PCOM,2,1,2,0,0.0,0.0,5
PCRX,1,0,1,1,1.0,2.0,6
PCTI,2,1,2,1,2.0,1.0,9
PCTY,3,1,3,0,1.0,0.0,8
PDCE,1,0,1,0,2.0,0.0,4
PDCO,1,2,1,1,1.0,0.0,6
PDD,2,0,2,0,0.0,,4
PDEX,0,3,0,3,0.0,1.0,7
PDFS,1,1,1,2,0.0,0.0,5
PDLB,1,2,1,2,1.0,2.0,9
PEBK,1,1,1,1,1.0,0.0,5
PEBO,1,1,1,1,0.0,0.0,4
PEGA,2,3,2,3,2.0,0.0,12
PENN,1,1,1,1,1.0,0.0,5
PEP,2,1,2,3,1.0,0.0,9
PERI,1,2,3,3,3.0,0.0,12
PESI,1,1,1,1,1.0,1.0,6
PETQ,0,0,2,0,0.0,0.0,2
PETS,0,0,0,0,0.0,0.0,0
PFBC,3,0,3,0,3.0,0.0,9
PFBI,0,1,0,1,1.0,1.0,4
PFC,2,2,2,2,2.0,0.0,10
PFG,2,1,3,1,2.0,2.0,11
PFHD,2,2,2,2,2.0,,10
PFIN,1,0,1,0,0.0,1.0,3
PFIS,0,3,0,3,1.0,1.0,8
PFLT,0,0,0,0,2.0,2.0,4
PFMT,1,2,3,2,2.0,0.0,10
PFPT,2,0,0,0,0.0,0.0,2
PFSW,2,2,2,2,0.0,0.0,8
PFX,3,0,3,0,0.0,0.0,6
PGC,0,0,0,0,0.0,0.0,0
PGEN,2,2,0,2,0.0,0.0,6
PGNY,1,0,1,1,3.0,2.0,8
PHUN,1,0,1,0,0.0,0.0,2
PI,3,1,3,1,0.0,0.0,8
PINC,2,0,2,2,0.0,2.0,8
PIRS,0,0,0,1,0.0,0.0,1
PIXY,3,1,2,1,1.0,0.0,8
PKOH,1,0,1,0,1.0,0.0,3
PLAB,0,2,2,2,2.0,2.0,10
PLAY,0,0,1,0,0.0,0.0,1
PLBC,3,0,3,0,1.0,0.0,7
PLCE,1,0,0,0,1.0,0.0,2
PLPC,0,2,0,0,0.0,2.0,4
PLUG,0,1,0,0,0.0,0.0,1
PLUS,2,2,1,2,0.0,1.0,8
PLXS,0,1,0,0,0.0,1.0,2
PLYA,2,0,1,0,0.0,0.0,3
PMBC,0,2,0,2,1.0,1.0,6
PMD,1,0,1,0,0.0,0.0,2
PME,0,0,1,2,2.0,0.0,5
PNBK,1,2,1,2,0.0,0.0,6
PNFP,1,0,1,0,0.0,0.0,2
PNNT,0,1,0,1,2.0,0.0,4
PNRG,2,0,2,0,2.0,0.0,6
POAI,1,0,1,0,0.0,0.0,2
PODD,0,0,2,1,0.0,1.0,4
POLA,0,0,1,0,0.0,0.0,1
POOL,0,2,0,2,0.0,2.0,6
POWI,3,2,3,3,3.0,1.0,15
POWL,1,1,0,1,0.0,1.0,4
POWW,2,0,2,2,0.0,0.0,6
PPBI,1,0,1,0,1.0,0.0,3
PPC,1,1,1,3,1.0,1.0,8
PPD,1,2,1,2,1.0,2.0,9
PPIH,2,1,0,1,1.0,2.0,7
PPSI,1,0,2,1,1.0,0.0,5
PRAA,2,1,2,1,0.0,3.0,9
PRAH,1,0,3,0,1.0,0.0,5
PRDO,2,1,2,3,1.0,2.0,11
PRFT,1,1,1,1,2.0,1.0,7
PRGS,1,1,1,1,2.0,2.0,8
PRGX,1,0,3,0,3.0,0.0,7
PROF,1,1,1,3,0.0,,6
PROV,1,0,1,0,0.0,1.0,3
PRPL,0,1,0,3,2.0,2.0,8
PRPO,1,2,1,2,2.0,0.0,8
PRQR,0,0,0,0,0.0,0.0,0
PRTA,0,0,2,2,0.0,0.0,4
PRTH,1,1,1,2,1.0,2.0,8
PRTK,0,2,1,2,0.0,0.0,5
PRTS,0,3,2,2,1.0,0.0,8
PSMT,3,2,3,2,1.0,2.0,13
PT,0,0,0,0,,,0
PTC,1,2,1,2,0.0,2.0,8
PTCT,1,0,1,2,0.0,0.0,4
PTEN,0,0,2,0,0.0,0.0,2
PTGX,1,2,1,2,0.0,0.0,6
PTNR,3,0,1,0,2.0,0.0,6
PTON,2,2,3,1,0.0,0.0,8
PTSI,1,0,1,0,1.0,2.0,5
PTVCA,0,1,2,0,1.0,2.0,6
PTVCB,0,1,2,0,1.0,2.0,6
PTVE,1,0,1,0,,0.0,2
PULM,0,0,0,1,0.0,0.0,1
PVAC,1,0,1,0,0.0,0.0,2
PWFL,1,3,1,1,0.0,0.0,6
PWOD,1,1,1,1,1.0,1.0,6
PXS,0,1,0,0,0.0,0.0,1
PYPL,2,2,2,2,2.0,3.0,13
PZZA,0,2,0,2,0.0,2.0,6
QCOM,1,1,1,1,1.0,1.0,6
QCRH,1,1,1,1,1.0,1.0,6
QDEL,1,2,1,2,1.0,2.0,9
QFIN,1,0,1,0,1.0,,3
QIWI,0,0,1,0,2.0,3.0,6
QLYS,1,0,1,0,2.0,2.0,6
QMCO,1,2,1,2,0.0,0.0,6
QNST,1,0,1,0,1.0,1.0,4
QRHC,3,1,3,0,1.0,0.0,8
QRVO,1,3,1,3,2.0,1.0,11
QTNT,1,2,1,1,0.0,0.0,5
QTRX,1,2,1,2,1.0,0.0,7
QUIK,2,0,2,0,0.0,0.0,4
QUMU,2,3,2,3,0.0,0.0,10
QURE,2,0,2,2,0.0,0.0,6
RAIL,2,0,2,0,0.0,0.0,4
RAND,3,0,3,0,0.0,2.0,8
RARE,0,0,0,2,0.0,0.0,2
RAVN,1,0,1,0,1.0,0.0,3
RBBN,2,2,0,2,3.0,2.0,11
RBCAA,1,0,1,0,1.0,0.0,3
RBNC,2,2,2,2,0.0,2.0,10
RCII,1,2,1,3,1.0,1.0,9
RCKY,1,1,1,1,3.0,0.0,7
RCMT,3,0,2,0,0.0,3.0,8
RDCM,0,2,0,2,0.0,0.0,4
RDFN,0,3,0,1,1.0,0.0,5
RDHL,0,2,2,2,0.0,0.0,6
RDI,0,0,1,0,0.0,0.0,1
RDUS,1,0,1,0,0.0,0.0,2
RDVT,1,0,1,0,0.0,0.0,2
RDWR,3,0,3,0,2.0,0.0,8
REDU,1,0,1,0,2.0,1.0,5
REED,1,2,2,2,0.0,0.0,7
REG,1,0,1,0,2.0,0.0,4
REGI,1,0,0,1,1.0,0.0,3
REGN,1,3,1,1,2.0,2.0,10
REKR,2,2,2,2,0.0,0.0,8
REPH,1,1,1,1,0.0,0.0,4
RESN,1,3,1,3,0.0,0.0,8
RETA,0,0,2,0,0.0,0.0,2
REYN,0,3,2,2,2.0,,9
RFIL,1,0,1,0,1.0,0.0,3
RGCO,2,3,2,0,2.0,3.0,12
RGEN,2,0,2,1,2.0,3.0,10
RGLD,1,2,1,2,1.0,1.0,8
RGNX,1,0,1,2,1.0,0.0,5
RGP,2,1,2,0,0.0,1.0,6
RIBT,2,0,2,1,0.0,0.0,5
RICK,1,0,1,0,2.0,0.0,4
RIGL,1,3,1,2,0.0,0.0,7
RILY,2,1,2,1,2.0,1.0,9
RIOT,2,2,3,2,2.0,0.0,11
RIVE,1,0,1,0,3.0,0.0,5
RKDA,2,2,3,2,2.0,0.0,11
RMBL,0,0,1,0,0.0,0.0,1
RMBS,2,2,2,2,0.0,0.0,8
RMCF,1,0,1,0,3.0,0.0,5
RMR,3,0,3,0,2.0,0.0,8
RNDB,0,3,0,3,0.0,3.0,9
RNET,0,0,0,0,0.0,0.0,0
RNST,0,0,0,0,0.0,0.0,0
ROAD,0,1,0,0,0.0,0.0,1
ROCK,0,3,1,3,0.0,1.0,8
ROIC,3,0,1,0,1.0,1.0,6
ROKU,1,2,3,3,3.0,0.0,12
ROLL,0,0,0,0,2.0,0.0,2
ROST,2,1,0,1,1.0,0.0,5
RPD,3,1,3,1,0.0,0.0,8
RRBI,0,2,0,2,3.0,,7
RRGB,1,0,1,0,0.0,0.0,2
RRR,1,1,1,1,1.0,0.0,5
RUHN,1,2,1,2,0.0,,6
RUN,1,0,3,0,1.0,0.0,5
RUSHA,3,0,1,0,1.0,1.0,6
RUSHB,3,0,1,0,1.0,1.0,6
RUTH,1,0,1,0,2.0,0.0,4
RVNC,0,0,1,2,0.0,0.0,3
RVSB,1,0,1,0,1.0,1.0,4
RWLK,2,0,2,0,0.0,0.0,4
RYAAY,1,2,1,3,0.0,0.0,7
SABR,1,0,1,0,0.0,0.0,2
SAFM,0,1,0,1,0.0,0.0,2
SAFT,2,2,0,1,2.0,2.0,9
SAIA,1,2,1,0,1.0,2.0,7
SAL,1,1,1,1,1.0,0.0,5
SALM,1,0,1,0,3.0,0.0,5
SAMG,1,2,1,2,1.0,2.0,9
SANM,0,1,1,1,0.0,1.0,4
SANW,2,1,2,1,0.0,0.0,6
SASR,1,2,1,2,1.0,0.0,7
SATS,0,0,3,0,1.0,0.0,4
SBBP,0,2,0,2,0.0,0.0,4
SBCF,0,1,0,1,2.0,0.0,4
SBGI,2,2,1,3,2.0,0.0,10
SBLK,1,2,1,0,2.0,2.0,8
SBRA,2,0,2,0,1.0,2.0,7
SBSI,0,2,0,2,0.0,2.0,6
SBUX,1,0,1,0,1.0,0.0,3
SCHL,1,0,1,1,2.0,1.0,6
SCHN,1,0,1,0,3.0,0.0,5
SCKT,1,1,1,1,0.0,2.0,6
SCOR,2,0,2,0,0.0,0.0,4
SCSC,1,1,1,1,0.0,1.0,5
SCVL,0,0,0,0,0.0,0.0,0
SCWX,1,0,1,0,0.0,0.0,2
SDC,1,0,1,0,0.0,,2
SDGR,3,3,3,1,1.0,,11
SECO,1,1,1,0,1.0,1.0,5
SEDG,1,1,3,0,1.0,0.0,6
SEIC,3,0,1,2,3.0,0.0,9
SFBC,2,2,2,2,2.0,2.0,12
SFBS,2,2,2,2,2.0,2.0,12
SFIX,0,1,0,1,1.0,0.0,3
SFM,2,2,2,2,2.0,2.0,12
SFNC,1,0,1,0,1.0,0.0,3
SFST,2,1,2,1,2.0,0.0,8
SG,0,0,1,0,0.0,0.0,1
SGA,1,0,1,0,0.0,0.0,2
SGBX,1,2,1,0,0.0,0.0,4
SGC,2,2,2,2,2.0,2.0,12
SGEN,1,1,1,3,1.0,2.0,9
SGH,0,0,1,0,1.0,0.0,2
SGLB,0,2,1,3,0.0,0.0,6
SGMA,1,0,1,0,2.0,2.0,6
SGMS,1,0,1,0,0.0,0.0,2
SGRY,1,0,1,0,0.0,0.0,2
SHBI,2,0,2,0,2.0,0.0,6
SHOO,1,1,1,0,2.0,1.0,6
SHSP,2,2,2,2,0.0,0.0,8
SHYF,1,1,1,0,1.0,2.0,6
SIBN,1,1,1,1,0.0,0.0,4
SIEN,1,0,1,0,0.0,0.0,2
SIGA,0,2,0,2,0.0,2.0,6
SIGI,3,1,1,1,0.0,1.0,7
SILC,3,0,1,2,2.0,0.0,8
SIMO,2,2,2,2,1.0,2.0,11
SINA,2,0,2,0,1.0,0.0,5
SINO,3,0,2,0,0.0,0.0,5
SIRI,3,1,3,1,1.0,0.0,9
SITM,1,3,1,2,2.0,,9
SIVB,0,0,0,0,1.0,0.0,1
SKYW,1,0,1,0,1.0,1.0,4
SLAB,3,2,3,2,1.0,0.0,11
SLCT,3,2,3,2,2.0,1.0,13
SLGG,1,2,1,2,0.0,,6
SLGL,0,0,1,1,0.0,0.0,2
SLGN,0,2,1,2,1.0,2.0,8
SLM,1,2,1,2,1.0,2.0,9
SLP,2,2,2,2,2.0,2.0,12
SLRC,3,0,3,0,0.0,0.0,6
SLRX,0,0,1,1,0.0,0.0,2
SMBC,1,0,1,0,1.0,1.0,4
SMBK,2,2,2,2,1.0,1.0,10
SMCI,1,0,2,0,1.0,1.0,5
SMED,2,3,2,3,2.0,3.0,15
SMID,1,2,1,1,0.0,3.0,8
SMIT,3,2,1,0,1.0,2.0,9
SMMF,1,1,1,1,0.0,0.0,4
SMMT,1,0,1,0,0.0,0.0,2
SMPL,2,3,3,3,2.0,0.0,13
SMTC,2,2,0,2,0.0,2.0,8
SNBR,1,1,1,1,1.0,3.0,8
SNCR,2,2,2,0,0.0,0.0,6
SNES,0,0,2,2,2.0,0.0,6
SNEX,2,2,1,3,1.0,2.0,11
SNFCA,0,2,0,3,0.0,2.0,7
SNGX,1,1,1,0,0.0,0.0,3
SNOA,0,0,0,0,0.0,0.0,0
SNPS,0,2,0,2,0.0,2.0,6
SOHO,0,0,1,0,0.0,0.0,1
SOHU,0,3,0,2,0.0,0.0,5
SOLO,1,0,1,0,0.0,0.0,2
SONM,0,0,2,0,0.0,,2
SONO,2,3,2,0,3.0,0.0,10
SP,1,1,1,1,2.0,0.0,6
SPFI,1,3,1,3,1.0,2.0,11
SPKE,0,1,1,0,0.0,3.0,5
SPLK,2,0,3,0,0.0,0.0,5
SPNE,1,1,1,1,0.0,0.0,4
SPOK,0,0,1,0,0.0,0.0,1
SPRO,0,0,1,1,0.0,0.0,2
SPRT,2,1,2,0,0.0,1.0,6
SPT,3,2,3,0,,,8
SPTN,2,3,2,3,0.0,2.0,12
SPWH,2,3,2,2,1.0,1.0,11
SQBG,1,1,1,1,2.0,0.0,6
SQFT,0,0,0,0,0.0,0.0,0
SRAX,0,2,0,2,2.0,0.0,6
SRCE,3,1,3,1,2.0,0.0,10
SRCL,1,0,1,0,2.0,0.0,4
SRDX,2,1,0,1,0.0,1.0,5
SRPT,0,0,0,2,0.0,0.0,2
SRTS,3,0,3,0,2.0,0.0,8
SSB,1,2,1,2,1.0,0.0,7
SSBI,1,2,1,2,1.0,2.0,9
SSKN,1,1,1,1,0.0,0.0,4
SSNC,3,0,3,0,2.0,1.0,9
SSP,1,2,1,2,1.0,2.0,9
SSRM,1,0,1,1,1.0,1.0,5
SSSS,3,2,3,2,1.0,2.0,13
STAY,1,0,1,0,1.0,0.0,3
STBA,1,1,1,1,1.0,0.0,5
STEP,1,2,1,2,,,6
STFC,2,1,2,1,2.0,1.0,9
STIM,1,0,1,0,0.0,0.0,2
STKL,1,2,1,2,2.0,2.0,10
STKS,1,0,1,1,0.0,3.0,6
STLD,3,0,3,0,3.0,0.0,9
STMP,2,2,2,2,0.0,2.0,10
STNE,1,0,1,0,2.0,,4
STRA,2,1,2,1,0.0,1.0,7
STRL,0,2,0,3,0.0,0.0,5
STRM,0,1,1,0,0.0,0.0,2
STRO,0,0,1,1,1.0,0.0,3
STRR,1,0,1,2,2.0,0.0,6
STRS,1,1,1,1,1.0,0.0,5
STRT,1,1,1,1,1.0,0.0,5
STX,2,0,2,2,1.0,1.0,8
STXB,3,1,3,1,2.0,0.0,10
SUMR,0,0,1,0,1.0,0.0,2
SUNS,1,0,1,0,0.0,1.0,3
SUNW,2,0,2,0,0.0,0.0,4
SUPN,0,2,0,2,0.0,2.0,6
SVBI,1,0,1,0,2.0,0.0,4
SVC,0,0,1,0,0.0,1.0,2
SVMK,3,1,3,3,0.0,0.0,10
SVVC,0,2,0,2,2.0,0.0,6
SWAV,1,0,1,0,0.0,0.0,2
SWBI,0,1,1,3,2.0,0.0,7
SWKH,1,1,1,1,1.0,1.0,6
SWKS,3,0,3,0,3.0,0.0,9
SYBT,3,0,3,0,3.0,0.0,9
SYKE,1,2,3,2,2.0,0.0,10
SYNA,3,3,1,0,2.0,2.0,11
SYNC,2,0,3,0,0.0,0.0,5
SYNH,1,0,1,0,1.0,1.0,4
SYNL,3,0,0,0,0.0,0.0,3
SYPR,1,0,1,0,2.0,0.0,4
SYRS,2,2,2,2,0.0,0.0,8
TA,0,0,1,0,1.0,1.0,3
TACO,1,0,3,0,2.0,0.0,6
TACT,1,0,1,0,0.0,1.0,3
TAST,0,2,1,1,1.0,1.0,6
TATT,0,1,0,1,0.0,1.0,3
TAYD,0,1,2,1,1.0,1.0,6
TBBK,0,2,0,2,0.0,1.0,5
TBK,0,0,0,0,0.0,2.0,2
TBNK,3,1,3,1,0.0,1.0,9
TBPH,0,0,1,0,0.0,0.0,1
TC,1,1,1,0,0.0,,3
TCBI,1,0,1,0,1.0,0.0,3
TCBK,1,1,1,1,1.0,0.0,5
TCCO,1,1,1,1,1.0,1.0,6
TCF,2,1,2,1,1.0,0.0,7
TCFC,2,0,2,0,2.0,1.0,7
TCMD,1,1,1,1,3.0,1.0,8
TCOM,1,1,1,0,2.0,1.0,6
TCPC,2,0,2,0,0.0,2.0,6
TCX,0,0,0,0,1.0,0.0,1
TEAM,3,1,3,0,0.0,0.0,7
TECH,1,0,1,0,2.0,2.0,6
TELL,2,0,1,1,2.0,0.0,6
TENB,1,0,3,0,0.0,0.0,4
TER,0,3,0,3,1.0,2.0,9
TFSL,2,0,2,0,2.0,2.0,8
TGA,1,0,3,0,0.0,1.0,5
TGLS,1,0,1,0,2.0,1.0,5
TH,1,0,2,0,0.0,0.0,3
THFF,3,1,3,1,2.0,1.0,11
THRM,1,0,1,0,1.0,1.0,4
THTX,2,1,2,1,0.0,0.0,6
TIGO,1,1,3,1,0.0,1.0,7
TILE,1,0,1,0,2.0,1.0,5
TIPT,2,1,2,1,3.0,1.0,10
TITN,1,1,3,2,0.0,2.0,9
TLC,1,1,1,1,0.0,0.0,4
TLGT,1,3,1,1,0.0,0.0,6
TLND,3,2,3,0,0.0,0.0,8
TLRY,3,2,3,1,2.0,0.0,11
TLS,0,2,0,0,,,2
TMDX,1,0,1,1,0.0,,3
TMUS,0,2,0,2,1.0,1.0,6
TNAV,1,3,1,3,1.0,0.0,9
TNDM,3,1,3,1,2.0,0.0,10
TOUR,1,0,1,0,0.0,0.0,2
TOWN,1,2,1,2,2.0,1.0,9
TPCO,1,1,1,0,1.0,0.0,4
TPIC,1,0,1,1,1.0,0.0,4
TRCH,1,0,1,0,0.0,0.0,2
TREE,1,1,1,1,0.0,0.0,4
TRHC,0,0,2,0,0.0,0.0,2
TRIB,1,2,1,2,2.0,0.0,8
TRIP,1,0,1,0,0.0,0.0,2
TRMD,0,1,0,1,0.0,1.0,3
TRMK,1,3,1,3,1.0,2.0,11
TRMT,0,0,0,0,0.0,1.0,1
TRNS,1,2,1,2,1.0,0.0,7
TROW,1,2,1,2,2.0,0.0,8
TRS,0,2,0,2,2.0,0.0,6
TRST,1,0,1,0,1.0,0.0,3
TRVG,1,0,1,0,0.0,1.0,3
TSBK,2,1,2,1,2.0,1.0,9
TSC,3,0,3,0,2.0,0.0,8
TSCO,2,2,2,2,0.0,2.0,10
TSEM,2,2,2,2,1.0,0.0,9
TSLA,1,2,1,2,0.0,2.0,8
TTD,1,0,1,0,3.0,2.0,7
TTEC,2,1,3,3,2.0,0.0,11
TTEK,0,2,1,1,2.0,0.0,6
TTGT,2,0,2,2,0.0,0.0,6
TTMI,0,0,2,0,2.0,2.0,6
TTOO,0,0,1,2,0.0,0.0,3
TTWO,3,3,2,1,3.0,0.0,12
TUSK,1,0,3,0,1.0,0.0,5
TVTY,0,2,0,0,0.0,0.0,2
TWIN,0,0,2,0,0.0,0.0,2
TWNK,2,3,0,2,0.0,0.0,7
TWOU,1,2,1,0,0.0,0.0,4
TWST,1,3,1,0,0.0,0.0,5
TXG,1,0,1,0,0.0,0.0,2
TXMD,1,1,1,1,0.0,0.0,4
TXN,1,2,1,2,2.0,2.0,10
TXRH,1,1,1,1,1.0,0.0,5
TYHT,0,0,0,0,0.0,0.0,0
TZOO,1,0,1,0,2.0,0.0,4
UAL,0,1,1,0,0.0,1.0,3
UBFO,1,0,1,0,1.0,0.0,3
UBOH,0,2,0,2,0.0,0.0,4
UBSI,1,2,1,2,1.0,0.0,7
UCBI,1,0,1,0,1.0,0.0,3
UCTT,2,3,0,2,0.0,2.0,9
UEIC,1,1,2,1,2.0,2.0,9
UEPS,1,0,1,0,0.0,0.0,2
UFCS,0,1,2,1,0.0,0.0,4
UFPI,0,3,0,2,0.0,2.0,7
UFPT,3,0,3,0,2.0,1.0,9
UG,0,0,2,0,1.0,0.0,3
UHAL,0,1,1,2,1.0,2.0,7
UIHC,0,0,2,1,0.0,0.0,3
ULBI,2,1,2,1,2.0,2.0,10
ULH,1,0,1,0,2.0,1.0,5
ULTA,3,1,3,0,1.0,0.0,8
UMBF,2,1,2,1,2.0,1.0,9
UMPQ,0,0,0,0,1.0,0.0,1
UNAM,2,0,1,2,0.0,0.0,5
UNB,1,3,1,3,3.0,2.0,13
UNTY,3,2,3,2,3.0,0.0,13
UONE,1,0,3,0,2.0,0.0,6
UONEK,1,0,3,0,2.0,0.0,6
UPLD,2,0,2,0,0.0,0.0,4
URBN,0,0,0,0,0.0,0.0,0
USAK,3,2,1,2,1.0,2.0,11
USAP,3,0,0,0,0.0,0.0,3
USAT,1,2,1,2,0.0,0.0,6
USCR,1,2,1,0,0.0,2.0,6
USEG,3,1,1,1,2.0,1.0,9
USIO,3,2,1,2,2.0,0.0,10
USLM,1,1,1,1,1.0,1.0,6
USWS,0,0,1,0,0.0,0.0,1
UTHR,1,2,1,2,1.0,2.0,9
UTMD,1,1,1,1,1.0,0.0,5
UVSP,1,1,1,1,1.0,1.0,6
VALU,2,2,0,2,1.0,2.0,9
VBFC,2,2,2,2,1.0,1.0,10
VBIV,0,0,1,0,0.0,0.0,1
VBLT,1,3,1,2,0.0,0.0,7
VBTX,2,1,2,1,0.0,0.0,6
VC,1,0,1,0,3.0,0.0,5
VCEL,1,0,1,0,3.0,2.0,7
VCTR,1,1,3,1,2.0,0.0,8
VCYT,1,0,1,1,0.0,0.0,3
VECO,1,2,3,2,1.0,0.0,9
VEON,1,0,1,0,0.0,0.0,2
VERI,1,1,1,0,0.0,0.0,3
VERO,2,0,3,0,0.0,0.0,5
VERU,1,1,3,1,2.0,0.0,8
VERY,1,0,2,3,0.0,,6
VG,0,1,2,1,0.0,0.0,4
VIAC,0,2,2,1,3.0,0.0,8
VIACA,0,2,2,1,3.0,0.0,8
VIAV,1,1,1,1,2.0,3.0,9
VIR,0,0,0,2,0.0,0.0,2
VIRC,1,2,1,0,1.0,2.0,7
VIRT,2,2,2,2,0.0,2.0,10
VISL,0,0,2,0,0.0,0.0,2
VITL,0,2,2,2,,,6
VIVE,1,0,1,0,0.0,0.0,2
VIVO,2,2,2,2,2.0,2.0,12
VJET,3,0,3,0,0.0,0.0,6
VLDR,0,0,0,0,0.0,,0
VLGEA,2,3,2,3,2.0,0.0,12
VLY,1,0,1,0,0.0,0.0,2
VMD,0,2,0,2,2.0,2.0,8
VNDA,2,1,2,1,2.0,1.0,9
VNOM,1,0,1,0,0.0,0.0,2
VOXX,1,0,1,0,1.0,0.0,3
VRA,2,1,2,1,0.0,0.0,6
VRAY,2,0,2,0,0.0,0.0,4
VREX,1,1,2,0,0.0,0.0,4
VRNS,2,2,2,2,0.0,0.0,8
VRNT,2,0,2,0,0.0,0.0,4
VRRM,1,0,1,0,1.0,1.0,4
VRSK,1,2,1,0,0.0,2.0,6
VRSN,0,2,1,2,1.0,2.0,8
VRTS,1,0,1,2,0.0,0.0,4
VRTX,2,3,3,3,0.0,2.0,13
VSAT,1,3,1,1,3.0,0.0,9
VSEC,1,1,0,1,1.0,1.0,5
VTNR,1,0,1,0,0.0,0.0,2
VTRS,1,2,3,3,1.0,0.0,10
VTSI,1,2,1,0,1.0,2.0,7
VUZI,2,2,2,2,0.0,0.0,8
VXRT,0,0,2,1,0.0,0.0,3
VYGR,1,2,1,1,1.0,2.0,8
VYNE,2,2,2,2,2.0,0.0,10
WABC,2,1,2,1,2.0,0.0,8
WAFD,2,0,2,0,2.0,0.0,6
WASH,2,2,2,2,0.0,2.0,10
WATT,1,2,2,2,0.0,0.0,7
WB,0,0,1,0,1.0,0.0,2
WBA,2,0,2,0,2.0,0.0,6
WDAY,0,0,0,0,0.0,0.0,0
WDC,2,2,2,2,2.0,0.0,10
WDFC,1,0,1,0,1.0,2.0,5
WEN,1,3,1,1,0.0,0.0,6
WERN,2,2,3,0,2.0,3.0,12
WETF,1,0,1,0,0.0,0.0,2
WEYS,1,0,1,0,0.0,1.0,3
WHF,1,0,1,0,0.0,2.0,4
WHLR,2,0,2,0,0.0,0.0,4
WIFI,3,0,3,0,0.0,0.0,6
WILC,0,0,1,1,0.0,1.0,3
WINA,1,0,1,0,1.0,0.0,3
WING,0,2,0,1,0.0,2.0,5
WIRE,1,2,1,2,1.0,2.0,9
WISA,1,2,1,2,0.0,0.0,6
WISH,2,2,2,2,,0.0,8
WIX,0,2,2,2,0.0,0.0,6
WKHS,0,0,1,2,2.0,2.0,7
WLDN,1,1,1,1,2.0,0.0,6
WLFC,0,0,0,0,1.0,2.0,3
WLTW,2,1,2,1,3.0,1.0,10
WORX,0,1,1,3,0.0,0.0,5
WRLD,2,2,2,3,2.0,0.0,11
WSBC,1,0,1,0,1.0,0.0,3
WSBF,0,3,0,3,0.0,3.0,9
WSC,1,2,1,0,2.0,2.0,8
WSFS,1,1,1,1,1.0,0.0,5
WTER,0,1,0,1,0.0,0.0,2
WTFC,1,0,1,0,1.0,0.0,3
WTRE,2,1,2,1,0.0,1.0,7
WTRH,0,0,0,0,0.0,2.0,2
WVE,0,0,3,2,0.0,0.0,5
WVFC,0,0,0,0,1.0,1.0,2
WVVI,3,2,1,2,2.0,0.0,10
WW,2,2,2,0,0.0,0.0,6
WWD,2,1,1,1,1.0,1.0,7
WYNN,1,0,1,0,0.0,0.0,2
XCUR,0,0,0,3,0.0,0.0,3
XEL,1,1,1,0,1.0,0.0,4
XELA,1,0,2,0,0.0,0.0,3
XELB,2,1,2,3,0.0,1.0,9
XENT,1,0,1,0,0.0,0.0,2
XERS,0,2,1,2,0.0,0.0,5
XGN,3,0,1,1,0.0,,5
XLNX,1,1,1,1,1.0,1.0,6
XLRN,0,0,2,1,0.0,0.0,3
XNCR,0,1,1,1,0.0,1.0,4
XNET,3,2,2,2,0.0,0.0,9
XOG,1,0,1,0,0.0,1.0,3
XOMA,3,1,3,1,2.0,2.0,12
XONE,1,0,1,2,0.0,0.0,4
XP,2,1,2,1,,,6
XPEL,1,0,1,2,1.0,,5
XRAY,1,1,1,1,1.0,1.0,6
YI,2,3,1,1,0.0,,7
YNDX,1,0,1,1,2.0,2.0,7
YORW,1,1,1,1,1.0,3.0,8
YTEN,0,0,0,1,0.0,0.0,1
YTRA,2,2,2,0,0.0,0.0,6
YY,1,1,1,1,1.0,3.0,8
Z,1,2,2,1,1.0,0.0,7
ZAGG,2,0,2,0,2.0,0.0,6
ZBRA,3,0,1,0,3.0,0.0,7
ZEUS,3,0,1,0,2.0,0.0,6
ZG,1,2,2,1,1.0,0.0,7
ZION,1,0,1,0,0.0,0.0,2
ZIXI,1,1,3,1,0.0,0.0,6
ZM,2,2,0,2,1.0,,7
ZNGA,2,3,2,3,0.0,1.0,11
ZS,1,1,0,1,0.0,0.0,3
ZUMZ,2,1,2,1,2.0,0.0,8
ZVO,0,2,0,0,0.0,0.0,2
